Shalia,Kisa,ShaliaKisa76@coldmail.com,prime,169.64
Shameek,Niva,ShameekNiva81@coldmail.com,prime,40.14
Shamella,Jennylyn,ShamellaJennylyn58@hmail.ca,basic,0.00
Sharia,Shantale,ShariaShantale62@coldmail.com,gold,282.05
Sharleen,Tiona,SharleenTiona80@hmail.ca,basic,0.00
Shasta,Stephanie,ShastaStephanie33@coldmail.com,prime,82.55
Shatonia,Conrado,ShatoniaConrado84@coldmail.com,gold,181.43
Shatonna,Terrial,ShatonnaTerrial34@hmail.ca,gold,61.47
Shawnae,Anjelica,ShawnaeAnjelica38@coldmail.com,gold,0.21
Shawneen,Sanita,ShawneenSanita75@coldmail.com,gold,262.96
Shawntaya,Bram,ShawntayaBram03@hmail.ca,prime,121.78
Sheketa,Abena,SheketaAbena05@coldmail.com,gold,-60.53
Shenequa,Enza,ShenequaEnza00@coldmail.com,prime,240.69
Sherille,Cainan,SherilleCainan19@coldmail.com,prime,-27.30
Sherissa,Dannette,SherissaDannette01@coldmail.com,prime,115.60
Shinika,Jolita,ShinikaJolita22@hmail.ca,prime,101.85
Shirah,Winston,ShirahWinston25@coldmail.com,basic,0.00
Shiron,Jasson,ShironJasson20@hmail.ca,prime,206.83
Sho,Emilly,ShoEmilly43@coldmail.com,prime,280.89
Shonna,Nia,ShonnaNia61@hmail.ca,gold,8.45
Siearra,Shloime,SiearraShloime53@coldmail.com,prime,115.12
Sigrid,Annamarie,SigridAnnamarie74@hmail.ca,basic,0.00
Sonali,Shamyra,SonaliShamyra68@hmail.ca,basic,0.00
Soraya,Shermeka,SorayaShermeka00@coldmail.com,gold,93.33
Stanely,Liesl,StanelyLiesl06@coldmail.com,basic,0.00
Stefanos,Kennetta,StefanosKennetta64@hmail.ca,prime,28.24
Stevi,Cheryle,SteviCheryle16@coldmail.com,gold,221.66
Storm,Carole,StormCarole13@hmail.ca,prime,222.80
Stuart,Chantelle,StuartChantelle34@hmail.ca,prime,166.41
Susann,Kalea,SusannKalea49@coldmail.com,gold,-91.44
Sweta,Amalie,SwetaAmalie19@coldmail.com,prime,90.86
Sylena,Azia,SylenaAzia24@coldmail.com,basic,0.00
Talonda,Katrell,TalondaKatrell00@hmail.ca,prime,168.85
Tambria,Chelsie,TambriaChelsie30@coldmail.com,gold,171.57
Tami,Loria,TamiLoria43@coldmail.com,prime,123.86
Tamilia,Soo,TamiliaSoo41@hmail.ca,prime,27.39
Tandi,Sharisse,TandiSharisse25@coldmail.com,prime,-22.56
Tandra,Jeron,TandraJeron40@hmail.ca,prime,2.68
Tanecia,Martin,TaneciaMartin61@coldmail.com,prime,4.83
Tanjanika,Lue,TanjanikaLue24@hmail.ca,prime,183.43
Tara,Byan,TaraByan16@hmail.ca,gold,227.15
Tatia,Anel,TatiaAnel96@hmail.ca,prime,122.08
Tawsha,Jene,TawshaJene92@hmail.ca,prime,-23.10
Teah,Tabia,TeahTabia06@hmail.ca,prime,163.23
Tearra,Emi,TearraEmi33@hmail.ca,gold,279.77
Teddy,Garey,TeddyGarey78@hmail.ca,gold,123.34
Teira,Michael,TeiraMichael86@hmail.ca,prime,206.26
Terrie,Theresia,TerrieTheresia67@hmail.ca,basic,0.00
Teyona,Manolo,TeyonaManolo46@hmail.ca,prime,-28.87
Tho,Salman,ThoSalman33@hmail.ca,gold,106.11
Tiamarie,Pierce,TiamariePierce08@coldmail.com,gold,248.09
Tiani,Lucie,TianiLucie73@coldmail.com,gold,17.40
Tiare,Lynne,TiareLynne22@hmail.ca,prime,19.09
Tiffannie,Jerrit,TiffannieJerrit49@coldmail.com,gold,-8.41
Tinia,Tam,TiniaTam13@hmail.ca,basic,0.00
Toan,Jannelle,ToanJannelle44@hmail.ca,gold,283.33
Tod,Fern,TodFern43@coldmail.com,prime,-81.53
Torris,Jaden,TorrisJaden25@hmail.ca,gold,-7.60
Trapper,Ceirra,TrapperCeirra14@coldmail.com,basic,0.00
Trevor,Yamira,TrevorYamira57@hmail.ca,gold,129.81
Trica,Lugenia,TricaLugenia27@coldmail.com,prime,14.46
Tristian,Bobbi,TristianBobbi10@coldmail.com,gold,69.02
Tristyn,Garreth,TristynGarreth70@coldmail.com,gold,224.83
Trivia,Arrow,TriviaArrow51@coldmail.com,basic,0.00
Trung,Keya,TrungKeya04@hmail.ca,gold,-78.72
Tzivia,Chivas,TziviaChivas93@coldmail.com,basic,0.00
Ubaldo,Cachet,UbaldoCachet63@coldmail.com,basic,0.00
Valisa,Bridgid,ValisaBridgid89@coldmail.com,prime,192.59
Velinda,Aditi,VelindaAditi16@hmail.ca,basic,0.00
Verena,Savvas,VerenaSavvas08@hmail.ca,prime,27.48
Veronique,Dondrell,VeroniqueDondrell39@hmail.ca,gold,224.96
Victorio,Leslieanne,VictorioLeslieanne09@coldmail.com,gold,154.98
Viktor,Taquisha,ViktorTaquisha93@hmail.ca,gold,-31.68
Virginia,Cherylanne,VirginiaCherylanne02@hmail.ca,prime,38.92
Vittoria,Morrell,VittoriaMorrell40@coldmail.com,basic,0.00
Vyron,Adamm,VyronAdamm87@hmail.ca,prime,229.85
Waldemar,Deshae,WaldemarDeshae65@hmail.ca,gold,29.68
Waleska,Esdras,WaleskaEsdras68@coldmail.com,prime,-28.30
Warner,Porcsha,WarnerPorcsha51@hmail.ca,gold,205.32
Yanira,Dawaun,YaniraDawaun54@coldmail.com,prime,214.43
Yara,Sylvester,YaraSylvester78@hmail.ca,prime,18.95
Yasheka,Melessa,YashekaMelessa47@hmail.ca,prime,64.55
Yasir,Leora,YasirLeora07@hmail.ca,gold,44.23
Yulia,Andree,YuliaAndree84@coldmail.com,basic,0.00
Yulisa,Yareli,YulisaYareli07@coldmail.com,prime,-70.94
Zebariah,Takisha,ZebariahTakisha44@coldmail.com,prime,120.06
Zena,Marli,ZenaMarli73@hmail.ca,gold,112.26
Zenas,Donelle,ZenasDonelle07@hmail.ca,basic,0.00
Zeus,Latavius,ZeusLatavius40@coldmail.com,prime,123.67
Akeem,Lashay,AkeemLashay55@hmail.ca,gold,161.94
Alfredo,Ehab,AlfredoEhab36@coldmail.com,gold,43.13
Allan,Alondria,AllanAlondria79@coldmail.com,gold,-91.67
Alsha,Mehmet,AlshaMehmet79@hmail.ca,prime,287.72
Amrita,Yasmine,AmritaYasmine50@hmail.ca,gold,3.47
Annmarie,Amanda,AnnmarieAmanda96@hmail.ca,gold,-88.74
Ashlan,Ariela,AshlanAriela31@hmail.ca,gold,-42.61
Aura,Rodderick,AuraRodderick93@coldmail.com,gold,99.22
Azalea,Falon,AzaleaFalon38@hmail.ca,gold,140.71
Bobby,Hari,BobbyHari47@hmail.ca,gold,225.14
Catherina,Darrol,CatherinaDarrol66@hmail.ca,prime,-62.16
Charnette,Robbin,CharnetteRobbin82@hmail.ca,gold,50.70
Chasiti,Aldon,ChasitiAldon90@coldmail.com,prime,264.06
Cheng,Kristopher,ChengKristopher30@hmail.ca,prime,117.07
Chrystle,Ellison,ChrystleEllison18@hmail.ca,prime,58.19
Cisco,Rodderick,CiscoRodderick55@hmail.ca,prime,-83.10
Craigory,Kristianna,CraigoryKristianna37@coldmail.com,prime,-85.80
Damarcus,Shanicqua,DamarcusShanicqua22@coldmail.com,gold,76.52
Dawayne,Ivan,DawayneIvan26@hmail.ca,gold,248.53
Daymond,Zola,DaymondZola13@hmail.ca,prime,-60.39
Demitris,Corrine,DemitrisCorrine67@coldmail.com,prime,86.18
Deric,Garfield,DericGarfield10@coldmail.com,gold,66.00
Donnetta,Oneida,DonnettaOneida49@hmail.ca,gold,290.79
Dovie,Clinten,DovieClinten82@hmail.ca,prime,-52.01
Ebone,Jalisa,EboneJalisa64@coldmail.com,gold,4.56
Edison,Federico,EdisonFederico59@hmail.ca,gold,162.98
Ena,Niasha,EnaNiasha09@coldmail.com,gold,89.87
Eriko,Tata,ErikoTata45@coldmail.com,gold,-47.74
Evaristo,Erkan,EvaristoErkan13@hmail.ca,prime,93.41
Fern,Jama,FernJama07@coldmail.com,prime,285.99
Glenford,Dusty,GlenfordDusty56@hmail.ca,gold,58.02
Ilona,Teddrick,IlonaTeddrick67@hmail.ca,prime,-73.84
Jamaul,Tunisha,JamaulTunisha23@coldmail.com,gold,294.19
Jamel,Mylinda,JamelMylinda21@coldmail.com,gold,204.63
Javoris,Cadence,JavorisCadence63@hmail.ca,prime,160.99
Jenie,Aleshia,JenieAleshia81@hmail.ca,gold,-47.05
Kartina,Venetia,KartinaVenetia38@hmail.ca,gold,137.03
Kayleigh,Tama,KayleighTama30@coldmail.com,gold,178.90
Kellijo,Karianne,KellijoKarianne91@hmail.ca,prime,299.71
Kortez,Nena,KortezNena92@coldmail.com,gold,-71.04
Kristeen,Halleh,KristeenHalleh06@coldmail.com,gold,136.65
Kristien,Durel,KristienDurel38@coldmail.com,gold,209.46
Kyeshia,Kelin,KyeshiaKelin32@coldmail.com,prime,150.56
Lacrecia,Theodus,LacreciaTheodus28@coldmail.com,gold,151.06
Ladreka,Cilia,LadrekaCilia22@hmail.ca,prime,-39.73
Laprecious,Abhishek,LapreciousAbhishek60@hmail.ca,gold,246.28
Lashannon,Galvin,LashannonGalvin68@hmail.ca,gold,106.92
Lawanna,Cammie,LawannaCammie07@hmail.ca,gold,135.77
Leonora,Giovanny,LeonoraGiovanny13@coldmail.com,gold,3.80
Lesly,Tali,LeslyTali47@hmail.ca,prime,249.13
Letesha,Jetta,LeteshaJetta30@coldmail.com,gold,-91.99
Lu,Zeke,LuZeke30@hmail.ca,prime,42.43
Luvenia,Holden,LuveniaHolden31@coldmail.com,prime,100.19
Manal,Katye,ManalKatye31@hmail.ca,gold,124.21
Megham,Taisha,MeghamTaisha77@hmail.ca,gold,-49.66
Natassja,Rayanne,NatassjaRayanne48@hmail.ca,prime,-24.31
Nichola,Gerrod,NicholaGerrod72@hmail.ca,gold,253.31
Nicodemus,Tivon,NicodemusTivon52@coldmail.com,prime,179.42
Nijah,Tarissa,NijahTarissa35@coldmail.com,prime,279.91
Nikolaus,Dulcie,NikolausDulcie46@coldmail.com,gold,273.79
Norelle,Carisa,NorelleCarisa95@hmail.ca,prime,-36.72
Norwood,Emad,NorwoodEmad25@coldmail.com,gold,132.17
Quentez,Tisheena,QuentezTisheena64@coldmail.com,gold,246.78
Quin,Rebecah,QuinRebecah56@coldmail.com,gold,113.06
Quincy,Joelle,QuincyJoelle46@coldmail.com,prime,-56.05
Raiza,Stephaie,RaizaStephaie84@hmail.ca,gold,-97.43
Raquel,Zana,RaquelZana16@coldmail.com,prime,-73.36
Rayburn,Lachrista,RayburnLachrista64@coldmail.com,gold,159.66
Rayland,Breton,RaylandBreton07@coldmail.com,prime,237.25
Rayshawn,Jeanise,RayshawnJeanise74@hmail.ca,prime,129.56
Refugio,Yuji,RefugioYuji59@hmail.ca,prime,293.24
Richele,Fabricio,RicheleFabricio34@hmail.ca,prime,201.23
Rosalind,Jacie,RosalindJacie86@hmail.ca,prime,-78.42
Ruby,Halana,RubyHalana58@coldmail.com,gold,-40.46
Samuele,Cyrstal,SamueleCyrstal67@hmail.ca,prime,32.12
Selinda,Michea,SelindaMichea92@hmail.ca,gold,132.11
September,Raffael,SeptemberRaffael45@hmail.ca,gold,258.64
Shandria,Asaf,ShandriaAsaf84@hmail.ca,gold,41.54
Shawnique,Takendra,ShawniqueTakendra08@hmail.ca,gold,193.85
Sheilamarie,Helder,SheilamarieHelder02@coldmail.com,gold,48.28
Shellie,Shenna,ShellieShenna79@hmail.ca,gold,-26.83
Sheretta,Damario,SherettaDamario72@coldmail.com,prime,212.41
Sherian,Rigoverto,SherianRigoverto24@hmail.ca,gold,-82.64
Shiree,Tivon,ShireeTivon69@hmail.ca,gold,-36.75
Suleiman,Shalunda,SuleimanShalunda99@coldmail.com,gold,213.90
Synthia,Antonius,SynthiaAntonius32@hmail.ca,gold,250.09
Tabethia,Sharde,TabethiaSharde24@coldmail.com,gold,213.87
Talana,Mansour,TalanaMansour19@hmail.ca,prime,178.03
Tashanda,Ricardo,TashandaRicardo24@coldmail.com,prime,-39.76
Telia,Naticia,TeliaNaticia98@coldmail.com,gold,196.31
Termaine,Donn,TermaineDonn50@hmail.ca,prime,28.73
Tifanie,Bionca,TifanieBionca98@hmail.ca,prime,33.69
Timonthy,Danyel,TimonthyDanyel68@hmail.ca,prime,24.12
Tziporah,Selena,TziporahSelena71@coldmail.com,prime,86.79
Vassilios,Greg,VassiliosGreg81@coldmail.com,gold,-28.43
Venetia,Caspar,VenetiaCaspar96@hmail.ca,prime,247.93
Venus,Cally,VenusCally45@hmail.ca,prime,124.03
West,Thoa,WestThoa86@hmail.ca,prime,54.39
Xavier,Kelp,XavierKelp34@coldmail.com,prime,675.23
Yaw,Delmas,YawDelmas85@hmail.ca,gold,116.12
Zenas,Cheryll,ZenasCheryll14@coldmail.com,prime,192.86
